Year,Season,Sector_ID,Sector_Name,production,crop_area,yield,Ph,EC,Hp,C,N,P,K,Ca,Mg,S,Mn,Cu,B,Zn,Na,Fe,Al,ECEC,ESP,intercolumn,RainFall,Max_Temp,Min_Temp
2017,B,2414,Tumba,155386.8622,86.32603455,3557.585193,6.005,60,0,3.07,0.25,12.4,175.5,1820,363.5,9.05,19.85,0.995,0.32,3.09,62.15,133,1305,12.85,2.11,2502-A-2017,347,24.54291667,14.57326833
2017,B,2601,Bweramana,171148.0545,95.0822525,3341.023079,5.72,33.66666667,0,1.723333333,0.166666667,24.2,195.3333333,590,131.6666667,13.7,66.4,1.233333333,0.17,1.55,86.4,159,1090,4.926666667,7.62,2503-A-2017,290,24.099155,14.088415
2017,B,2605,Kinihira,100934.198,56.07455444,3514.071613,5.165,52.5,1.725,2.555,0.195,6.75,175,480,117,21.7,12.55,1.085,0.081,1.03,58.5,220,1425,5.805,4.82,2504-A-2017,622,23.195805,13.70982167
2017,B,2608,Ntongwe,2485.467002,1.380815001,3091.079705,5.848780239,68.73516679,0.509530176,1.899239878,0.155635345,45.16134454,467.2448434,2067.939776,311.4160937,14.34051439,39.68044309,2.339074357,0.527880698,10.92863636,53.66478228,221.1017316,951.3500127,14.87623631,3.350446906,2505-A-2017,574,24.55123833,14.56905
2017,B,2609,Ruhango,203693.7308,113.1631838,3033.61547,5.933333333,35,0,2.186666667,0.136666667,87.56666667,242.6666667,1028,211,10.56666667,25.63333333,1.16,0.313333333,2.806666667,107.7333333,238.3333333,1147.333333,7.99,5.49,2506-A-2017,348,24.80690833,14.16284167
2017,B,2708,Nyamabuye,103378.0724,57.43226242,4406.12261,5.472194487,67.61950456,0.776054209,2.405064217,0.16875431,16.75534218,175.9156958,908.3998772,190.6666419,18.60903103,48.47189845,1.50975222,0.222962053,2.597054281,63.49027626,261.5977935,1239.978097,7.633313046,4.406192956,2507-A-2017,380,24.36488667,14.26418167
2017,B,2710,Rongi,75.82002729,0.042122237,2511.588167,4.476666667,98.66666667,3.04,2.28,0.183333333,4.366666667,98.33333333,319.6666667,81,20.73333333,56.6,1.446666667,0.113666667,2.676666667,46.26666667,271,1476.666667,5.77,3.243333333,2508-A-2017,508,23.89554,14.10869
2017,B,2712,Shyogwe,129636.7767,72.02043152,5506.07684,4.9328,174,0.158,3.166,0.276,25.952,88.08,966.04,124,59.9,64.192,0.8036,0.0706,1.6472,44.8,452.28,1583.6,6.4416,3.0612,2509-A-2017,894,23.972735,12.930945
2017,B,2801,Gacurabwenge,145404.7256,80.78040314,2971.017607,5.813636364,67.18181818,0.209090909,0.641818182,0.047272727,46.52727273,168.9090909,1217.363636,239.9090909,12.51818182,117.3181818,2.977272727,0.385454545,4.996363636,22.61818182,158.5454545,254.6363636,8.826363636,1.158181818,2510-A-2017,428,24.88546667,14.749235
2017,B,2806,Musambira,188245.7748,104.580986,3998.814851,5.503333333,53,0.393333333,0.356666667,0.024666667,83.26,151.9333333,903.4666667,127.3333333,11.62,75.20666667,2.187333333,0.265,3.246666667,17.66666667,190.6,247.5333333,6.436666667,1.396,2511-A-2017,663,24.76541667,14.90017
2017,B,2808,Nyamiyaga,884466.1555,491.3700864,2345.847362,5.12,47.5,0.6,2.12,0.205,7,52,416.5,94,9.1,200,1.69,0.105,1.535,44.75,194.5,961,3.795,4.94,2512-A-2017,727,25.50818,15.090255
2017,B,3107,Murundi,476944.2444,264.9690247,3791.406868,5.59,137.2,0.4,2.204,0.15,13.96,252,1516.2,403.4,34.68,88.36,2.474,0.6056,1.758,113.72,235.4,967.8,12.482,4.596,2513-A-2017,540,24.093265,14.094555
2017,B,3507,Matyazo,107.0331149,0.059462842,3531.617298,6.035,22,0,1.245,0.115,6.45,79,1510,902,4.35,71.4,1.855,0.305,1.415,34,179,836.5,15.42,0.99,2514-A-2017,648,23.78923167,14.19779167
2017,B,3601,Bugarama,728365.3198,404.6473999,3791.406742,6.546944444,196.3611111,0.012037037,2.54462963,0.142314815,11.8,168.4074074,3397.305556,938.6574074,30.5212963,180.7796296,3.483888889,0.369462963,3.941018519,101.7092593,549.7037037,868.6296296,25.69462963,1.859074074,2515-A-2017,676,22.71102167,13.45974167
2017,B,3607,Gikundamvura,459949.14,255.5273,2890.787407,6.699777778,164.7333333,0.027777778,3.762,0.192222222,8.493333333,185.5333333,4975.266667,1398.844444,32.38666667,235.0288889,1.497111111,0.508111111,3.140666667,135.7977778,473.6666667,1052.288889,37.62733333,1.707777778,2516-A-2017,479,24.39633167,13.81081667
2017,B,3610,Muganza,11427.01928,6.348344043,4138.636287,6.305769231,195.8653846,0,3.836794872,0.221025641,4.375,126.3717949,3982.903846,886.0769231,36.39166667,153.7211538,1.455705128,0.30025,3.031153846,91.04679487,684.9358974,923.8076923,28.01846154,1.544102564,2517-A-2017,965,23.363935,12.720865
2017,B,3612,Nkanka,88006.54449,48.89252472,2664.88611,5.543081886,97.40702954,1.070777128,2.130531809,0.157763828,19.26805263,171.0024147,1466.772907,381.5611581,26.94900455,84.96324716,2.066986775,0.393767921,3.740143655,59.39840166,258.318605,991.4097006,12.28048619,2.718236727,2601-A-2017,477,25.25891,14.96176
2017,B,3615,Nyakabuye,670904.3518,372.7246399,4013.686888,5.6625,86.25,0.9875,2.2125,0.1925,23.575,171.5,1055.5,212.25,11.9,124.15,3.6625,0.3555,11.115,58.125,181.75,1147.75,8.7275,3.48,2602-A-2017,437,24.48590333,14.89161667
2017,B,3702,Bushenge,67712.9126,37.61828478,2347.206849,5.58,47,0.675,1.395,0.11,19.7,151.5,1311.5,306.5,18.55,129.5,4.04,0.21,3.605,38.35,160,1310,10.345,1.85,2603-A-2017,458,24.93701667,14.73651
2017,B,3705,Kagano,186678.2255,103.7101253,2467.702691,5.526666667,55,0.65,1.806666667,0.113333333,5.266666667,189.3333333,1343,449.6666667,9.633333333,78.33333333,3.573333333,0.21,2.913333333,39.5,150.6666667,1204.333333,11.77,2.01,2604-A-2017,392,27.0773,16.955705
2017,B,3709,Kirimbi,229572.0276,127.5400153,4265.129552,4.845,75,1.925,3.185,0.185,74.1,69.5,549,68.5,20.15,10.05,1.075,0.117,2.045,38.75,194.5,1560,5.595,3.065,2605-A-2017,546,24.82932167,14.59235667
2017,B,3711,Mahembe,71166.20636,39.53678131,6070.296874,5.19,88.5,0.825,2.79,0.18,7.9,253.5,597,165,11.85,30.95,2.11,0.285,3.57,107.5,215.5,1031,6.3,7.435,2606-A-2017,484,26.08096,16.225715
2017,B,4413,Rugarama,1087155.725,603.9754028,3973.671757,6.5,142,0,3.66,0.25,23.65,714,4365,491.5,10,16.15,1.89,0.955,14.03,81.45,143.5,1220,28.105,1.325,2607-A-2017,445,24.65391167,14.83464667
2017,B,4510,Mukarange,104298.9738,57.94387436,3116.809188,4.1,240.5,3.645,2.865,0.21,55.65,121.5,316.5,77,23.7,12.15,0.72,0.0955,1.36,23.65,502.5,1265,6.29,1.635,2608-A-2017,394,27.07904,16.45170167
2017,B,4516,Rukomo,822965.8241,457.2032356,3853.344229,4.555,88.75,2.975,2.635,0.2275,11.05,82.5,388.25,110.75,13.625,15.4,0.8275,0.107,4.025,44.75,362.75,1413.5,6.245,3.0575,2609-A-2017,526,25.28684167,15.11248
2017,B,5105,Kigabiro,226303.83,125.72435,5905.777203,6.423333333,63.66666667,0,2.513333333,0.196666667,15,258.3333333,2023.333333,379,10.26666667,95.23333333,3.75,0.533333333,12.59,47.36666667,150.6666667,1047.333333,14.14333333,1.456666667,2701-A-2017,555,25.01333333,15.242025
2017,B,5111,Mwulire,514.7553653,0.285975203,4541.633109,5.745,88.16666667,0.141666667,0.98,0.081666667,5.733333333,157.6666667,2068.333333,412.6666667,9.166666667,99.9,1.74,0.515,2.385,22.31666667,96.66666667,388.3333333,14.425,0.716666667,2702-A-2017,527,25.21354333,14.79832667
2017,B,5114,Rubona,88097.63183,48.94312879,3446.294804,5.54,104.5,0.175,3.05,0.215,11.7,124.5,1665,426,16.3,51.15,2.01,0.355,4.59,72.15,321.5,976.5,12.685,3.07,2703-A-2017,488,24.93344167,13.949295
2017,B,5202,Karama,479.9265191,0.266625844,2283.524773,5.6125,93,0.3,2.4125,0.18,37.125,255.5,971.25,205,6.9,48.025,2.1575,0.25325,2.6,38.675,185.75,829.25,7.6875,3.2025,2704-A-2017,835,26.42121167,15.42586667
2017,B,5210,Nyagatare,437542.6318,243.0792399,2415.511433,5.419808692,93.82475541,0.767234705,1.673705923,0.135716427,35.54297852,247.4385793,1346.421737,233.8564619,13.21100445,58.71995331,1.793874995,0.358147434,4.186930936,38.74856128,211.195297,780.3350485,10.25079601,2.316130404,2705-A-2017,539,24.29173167,14.55436
2017,B,5212,Rwempasha,2458211.282,1365.672934,2686.88229,5.974,56,0.37,2.106,0.13,52.96,369.4,972.6,209.8,5.34,82.16,4.51,0.386,1.624,62.8,192.8,833.2,8.202,3.544,2706-A-2017,459,23.968855,14.13758167
2017,B,5214,Tabagwe,120.0692475,0.066705137,3148.183302,5.923333333,64,0.066666667,1.45,0.123333333,8.5,244,893,225.3333333,8.033333333,130.9,3.406666667,0.38,5.17,25.56666667,115.3333333,497.3333333,7.143333333,1.996666667,2707-A-2017,356,24.86234167,13.85810167
2017,B,5307,Kiziguro,731995.085,406.6639361,3466.3753,5.529411765,231.7058824,0.047058824,2.034705882,0.145294118,11.28235294,126.5294118,1666.705882,407.9411765,50.00588235,138.3411765,1.168235294,0.296058824,2.574117647,165.1764706,785.5294118,777.5882353,12.82176471,5.768235294,2708-A-2017,433,24.24911333,15.02142833
2017,B,5406,Murundi,3181.429624,1.767460902,3114.042502,5.95,521.5555556,0.125,3.286666667,0.21,31.67777778,242,3336,627.7777778,165.6388889,68.52222222,1.187777778,0.8385,2.545555556,257.3777778,472,848.3888889,23.77555556,4.212222222,2709-A-2017,370,24.34284833,14.70383833
2017,B,5411,Ruramira,78142.20886,43.41233826,4102.520784,6.195,61.5,0,2.715,0.255,6.85,756.5,2005,465,6.15,106.6,2.08,0.82,2.79,37.9,91,1224.5,16.005,1.015,2710-A-2017,575,25.36787,14.25657333
2017,B,5501,Gahara,19354.43573,10.75246429,3760.7193,5.583333333,93.66666667,1.133333333,1.963333333,0.158333333,18.2,214.6666667,1552,331.3333333,9.183333333,83.48333333,1.663333333,0.511666667,2.333333333,25.86666667,172.6666667,832.3333333,12.31666667,1.251666667,2711-A-2017,379,24.24365667,14.07924667
2017,B,5502,Gatore,917164.0128,509.5355627,5152.596098,5.370555556,437.3333333,0.019444444,3.526111111,0.456111111,5.344444444,98.16666667,2343.444444,438.3333333,116.55,128.7166667,0.611111111,0.349555556,3.471111111,89.59444444,783.1666667,766.8888889,16.03111111,2.49,2712-A-2017,579,24.455285,15.235795
2017,B,5508,Musaza,109696.1565,60.94230918,2409.201852,5.34,59,0.45,2.1,0.16,6.9,201,728,140,11.6,36.1,3.48,0.28,41.89,35.1,163,1250,5.92,2.58,2801-A-2017,634,26.00149333,15.60967333
2017,B,5509,Mushikiri,248154.8652,137.863814,4230.378026,5.169,391.6,0.14,3.635,0.505,3.28,55.2,2176.9,490.7,133.32,98.61,0.908,0.2751,1.737,81,468.8,989.1,15.608,2.147,2802-A-2017,570,26.09478,15.664645
2017,B,5512,Nyarubuye,148448.6664,82.47148132,4879.141172,5.746923077,58.15384615,0.153846154,0.415384615,0.03,9.123076923,127.7692308,1256.846154,284.7692308,10.07692308,195.0461538,3.426923077,0.447692308,2.407692308,13.43846154,96.23076923,114.3846154,9.197692308,0.833076923,2803-A-2017,674,26.54425667,16.03418333
2017,B,5601,Gashanda,458.4988341,0.254721574,3446.729607,6.653333333,69.33333333,0,2.61,0.193333333,13.3,528.3333333,1189.333333,301,8.433333333,41.73333333,1.44,0.413333333,1.873333333,26.03333333,167.6666667,1009,9.923333333,1.203333333,2804-A-2017,635,25.91389833,15.70590333
2017,B,5604,Kazo,299410.5927,166.3392181,2549.077018,5.71,79.5,0.425,1.6225,0.12,89.275,400.75,2347.5,430.25,13.675,70.4,2.365,0.535,4.5475,21.6,168.75,647.5,16.8675,0.6975,2805-A-2017,348,27.19983,16.95962833
2017,B,5612,Rurenge,397196.2463,220.6645813,3041.808747,5.865,81.5,0,2.955,0.22,19.45,359.5,2203,401.5,7,55.55,1.685,0.385,2.935,32.95,183.5,1125,15.425,1.145,2806-A-2017,404,25.57949833,15.84158
2017,B,5613,Sake,414533.0292,230.2961273,2852.848668,5.41,61,1.275,2.985,0.25,8.3,118,1595.5,271,11.35,38.95,2.15,0.37,1.36,45.8,124,1285,12.015,2.425,2807-A-2017,397,26.43824333,16.09605667
2017,B,5701,Gashora,789682.4661,438.7124812,4155.342408,6.287,79,0.165,0.723,0.052,56.91,387.4,998.2,194.9,10.02,122.75,2.21,0.501,3.322,13.9,117.6,312.8,7.834,0.953,2808-A-2017,517,26.66526,16.67024833
2017,B,5704,Mareba,245768.1461,136.537859,2639.564202,6.428928571,237.0714286,0.058928571,2.473928571,0.190357143,8.332142857,77.82142857,2739.785714,575.4285714,44.37857143,179.5357143,0.594285714,0.353785714,2.245714286,231.2857143,802.6428571,1295.5,19.7575,4.910714286,2809-A-2017,541,25.73910333,16.19623833
2017,B,5707,Mwogo,1335955.998,742.1977767,4682.447045,5.162,46.8,0.46,0.278,0.03,2.72,128.6,744.8,235.4,22.3,116.12,1.81,0.126,2.53,55.08,370,226,6.716,3.558,2810-A-2017,366,26.83675667,16.18766167
2017,B,5708,Ngeruka,54283.03871,30.15724373,3979.143488,5.435,54.5,0.175,1.91,0.145,8.75,218.5,727,186,12.55,32.7,2.33,0.27,1.58,26.4,123.5,1355,6.035,2.385,2811-A-2017,533,26.085405,15.35355
2017,B,5711,Nyarugenge,26328.85895,14.62714386,2803.007914,7.04,53,0,1.99,0.19,10,210,2060,211,3.7,79,2.7,0.73,5.2,38,100,786,12.76,1.29,2812-A-2017,469,26.38815,15.37662333
2017,B,5713,Ruhuha,226883.8188,126.046566,3514.874081,5.448571429,87.42857143,0.657142857,0.674285714,0.058571429,44.57142857,228,848.1428571,238.2857143,17.54285714,85.91428571,2.657142857,0.385714286,2.195714286,23.57142857,104.2857143,585.7142857,7.57,1.561428571,3101-A-2017,580,24.77249333,14.01732333
2017,B,5715,Shyara,121471.7239,67.48429108,4269.141683,6.93,66.5,0,2.965,0.15,285,418,3055,458,3.45,105.5,3.99,1.01,5.595,27.45,220.5,856.5,20.285,0.59,3102-A-2017,733,24.74279333,14.68091667
2018,A,1212,Nduba,172080.0797,95.60004425,2763.597047,5.78,43,0,2.35,0.18,32.6,113,553,132,3.9,52.2,1.87,0.24,1.53,25.5,194,611,4.27,2.6,3103-A-2017,785,25.32777667,14.424645
2018,A,1213,Remera,289152.8641,160.64048,3737.46915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3104-A-2017,776,24.38648833,14.02027833
2018,A,2104,Kibirizi,96225.69372,53.45871874,3487.681185,5.136666667,45.75,0.716666667,0.4375,0.021666667,13.14166667,159.75,468,134.0833333,12.66666667,21.74166667,1.386666667,0.164583333,3.0025,29.60833333,236.4166667,215,4.710833333,2.973333333,3105-A-2017,773,25.67984667,14.62446667
2018,A,2105,Kigoma,116581.6097,64.76756096,4297.102081,5.173333333,64,1.8,1.816666667,0.17,55.86666667,118.6666667,528,106.6666667,14.53333333,35.93333333,2.056666667,0.157666667,3.1,61.26666667,220.6666667,1142,5.9,4.876666667,3106-A-2017,587,25.16457333,14.813815
2018,A,2108,Ntyazo,101561.792,56.42321777,3996.936171,5.685346369,81.11853917,0.779787879,1.884816867,0.137940938,49.85095197,202.196072,1143.678742,222.6678759,16.11165866,98.74508576,2.813722527,0.307816824,3.960927187,50.90122784,216.6648228,966.9449114,9.093013751,2.9198492,3107-A-2017,673,24.69180167,14.37524
2018,A,2201,GIkonko,1057211.831,587.3399061,2536.194603,5.485471698,330.8867925,0.008490566,2.672830189,0.188301887,6.562264151,118.7924528,2094.018868,442.245283,145.9641509,359.1056604,0.730754717,0.177603774,3.670566038,113.6981132,1006.679245,1085.679245,14.96264151,3.353018868,3108-A-2017,676,23.36475,13.58247333
2018,A,2203,Kansi,95183.69293,52.87982941,3441.76602,5.577272727,72.27272727,0.422727273,0.47,0.032727273,14.7,229.7272727,1660.181818,333.6363636,10.76363636,63.36363636,1.364545455,0.373636364,2.471818182,19.65454545,124.7272727,220,12.17818182,0.976363636,3109-A-2017,652,24.98847167,14.01199833
2018,A,2204,Kibilizi,46.01817057,0.02556565,1173.449516,6.165,99.5,0,2.155,0.16,11.5,400,1245,292,13.6,59.3,1.805,0.64,2.44,96.5,129,1225,10.1,4.165,3110-A-2017,729,24.38504667,14.06193167
2018,A,2207,Muganza,1718795.173,954.8862071,2963.745439,5.0725,108,0.9875,2.215,0.17,8.125,134.5,850,172.25,13.1,86.225,2.1175,0.17775,1.9775,52.8,322,1065,7.2475,3.295,3111-A-2017,735,23.618065,13.73920167
2018,A,2209,Mukindo,347449.6787,193.0275993,2948.739939,5.326666667,59.33333333,0.866666667,3.816666667,0.266666667,9.733333333,95,1348.666667,216,8.533333333,37.6,1.106666667,0.31,1.653333333,71.23333333,108.6666667,1496.666667,9.963333333,3.306666667,3112-A-2017,744,23.00405333,13.12448167
2018,A,2210,Musha,281172.4228,156.2069016,4060.119482,6.326666667,85.83333333,0.091666667,2.345,0.2,29,653.6666667,1643.5,380.6666667,9.833333333,76.81666667,2.196666667,0.605,5.94,47.65,136,1149.833333,13.36666667,2.56,3113-A-2017,645,22.12728833,12.78612667
2018,A,2309,Ngoma,66749.59259,37.08310699,2993.276696,5.86,47,0,2.5,0.19,18.8,214,731,112,9.4,23.3,1.15,0.17,1.86,35,145,1400,5.29,2.88,3201-A-2017,1111,24.40972,13.767865
2018,A,2405,Kinazi,110951.9062,61.63994789,2911.194506,6.226666667,46.66666667,0,2.32,0.18,39.2,354.3333333,992.3333333,213.6666667,6.2,62.33333333,1.426666667,0.286666667,3.826666667,53.43333333,142.6666667,1042.666667,7.886666667,2.973333333,3202-A-2017,630,21.85665,12.21884333
2018,A,2407,Mbazi,388361.9383,215.7566324,3046.745903,5.254,124,0.03,3.028,0.203,6.81,67.9,1010.5,195.3,40.67,98.73,0.83,0.1153,2.259,25.92,553.2,1498.1,6.996,1.874,3203-A-2017,1085,23.03773667,13.25185667
2018,A,2410,Ruhashya,291185.1839,161.7695466,3344.041841,5.19,84.26315789,0.017105263,2.497368421,0.167368421,4.984210526,52.60526316,786.8684211,144.0789474,34.14736842,157.9,0.515526316,0.057157895,2.595526316,39.61315789,1218.710526,1141.184211,5.458684211,3.226842105,3204-A-2017,913,24.62733833,14.387075
2018,A,2412,Rwaniro,244107.1007,135.6150559,2847.64476,5.63,56,0,2.3,0.22,10.1,113,559,94,7.6,61.1,2.89,0.17,1.12,41.3,144,873,4.05,4.44,3205-A-2017,581,21.10421667,11.92309333
2018,A,2413,Simbi,70547.12288,39.19284604,2834.539037,5.42,32.66666667,1.3,1.99,0.143333333,17.76666667,143.3333333,547,126.6666667,16.93333333,35.3,3.303333333,0.176666667,1.5,61.83333333,169.3333333,1072.333333,5.726666667,5.44,3206-A-2017,770,22.48221,12.643055
2018,A,2414,Tumba,61535.68726,34.18649292,3999.240294,6.005,60,0,3.07,0.25,12.4,175.5,1820,363.5,9.05,19.85,0.995,0.32,3.09,62.15,133,1305,12.85,2.11,3207-A-2017,836,20.30039667,11.54736833
2018,A,2601,Bweramana,151498.5535,84.16586304,3386.170945,5.72,33.66666667,0,1.723333333,0.166666667,24.2,195.3333333,590,131.6666667,13.7,66.4,1.233333333,0.17,1.55,86.4,159,1090,4.926666667,7.62,3208-A-2017,673,24.01826333,13.52387333
2018,A,2605,Kinihira,98794.28101,54.88571167,4154.086247,5.165,52.5,1.725,2.555,0.195,6.75,175,480,117,21.7,12.55,1.085,0.081,1.03,58.5,220,1425,5.805,4.82,3209-A-2017,951,23.24940167,13.20932833
2018,A,2608,Ntongwe,88.06755021,0.048926417,6131.656878,5.848780239,68.73516679,0.509530176,1.899239878,0.155635345,45.16134454,467.2448434,2067.939776,311.4160937,14.34051439,39.68044309,2.339074357,0.527880698,10.92863636,53.66478228,221.1017316,951.3500127,14.87623631,3.350446906,3210-A-2017,633,23.33221333,12.99479833
2018,A,2609,Ruhango,102850.3959,57.13910886,2084.60286,5.933333333,35,0,2.186666667,0.136666667,87.56666667,242.6666667,1028,211,10.56666667,25.63333333,1.16,0.313333333,2.806666667,107.7333333,238.3333333,1147.333333,7.99,5.49,3211-A-2017,724,21.51555667,12.43661167
2018,A,2704,Kiyumba,52.65312083,0.029251734,0,4.703333333,39.66666667,2.143333333,1.836666667,0.163333333,3.566666667,120,322.6666667,82.33333333,18.1,57.96666667,2.51,0.061333333,0.846666667,82.06666667,207,1144.333333,5.106666667,6.973333333,3212-A-2017,932,21.32870833,12.20584167
2018,A,2708,Nyamabuye,102760.8879,57.08938217,3294.833345,5.472194487,67.61950456,0.776054209,2.405064217,0.16875431,16.75534218,175.9156958,908.3998772,190.6666419,18.60903103,48.47189845,1.50975222,0.222962053,2.597054281,63.49027626,261.5977935,1239.978097,7.633313046,4.406192956,3213-A-2017,761,21.0882,11.98383667
2018,A,2710,Rongi,27.92285196,0.015512696,1933.899878,4.476666667,98.66666667,3.04,2.28,0.183333333,4.366666667,98.33333333,319.6666667,81,20.73333333,56.6,1.446666667,0.113666667,2.676666667,46.26666667,271,1476.666667,5.77,3.243333333,3301-A-2017,803,22.17377167,12.346305
2018,A,2712,Shyogwe,119850.0595,66.58336639,2252.814901,4.9328,174,0.158,3.166,0.276,25.952,88.08,966.04,124,59.9,64.192,0.8036,0.0706,1.6472,44.8,452.28,1583.6,6.4416,3.0612,3302-A-2017,715,23.58257667,13.74070333
2018,A,2801,Gacurabwenge,138589.3158,76.99406433,5034.1543,5.813636364,67.18181818,0.209090909,0.641818182,0.047272727,46.52727273,168.9090909,1217.363636,239.9090909,12.51818182,117.3181818,2.977272727,0.385454545,4.996363636,22.61818182,158.5454545,254.6363636,8.826363636,1.158181818,3303-A-2017,769,24.24416333,14.43096667
2018,A,2806,Musambira,138204.5471,76.78030396,5824.409998,5.503333333,53,0.393333333,0.356666667,0.024666667,83.26,151.9333333,903.4666667,127.3333333,11.62,75.20666667,2.187333333,0.265,3.246666667,17.66666667,190.6,247.5333333,6.436666667,1.396,3304-A-2017,868,25.19561333,15.19000167
2018,A,2808,Nyamiyaga,876966.3231,487.2035128,2899.667366,5.12,47.5,0.6,2.12,0.205,7,52,416.5,94,9.1,200,1.69,0.105,1.535,44.75,194.5,961,3.795,4.94,3305-A-2017,743,21.84781333,12.41638167
2018,A,3107,Murundi,589312.4084,327.3957825,3758.652572,5.59,137.2,0.4,2.204,0.15,13.96,252,1516.2,403.4,34.68,88.36,2.474,0.6056,1.758,113.72,235.4,967.8,12.482,4.596,3306-A-2017,712,21.75198,12.39910833
2018,A,3601,Bugarama,762684.4116,423.713562,3643.733381,6.546944444,196.3611111,0.012037037,2.54462963,0.142314815,11.8,168.4074074,3397.305556,938.6574074,30.5212963,180.7796296,3.483888889,0.369462963,3.941018519,101.7092593,549.7037037,868.6296296,25.69462963,1.859074074,3307-A-2017,675,22.07032667,12.33511667
2018,A,3607,Gikundamvura,470644.0399,261.4689111,4647.321252,6.699777778,164.7333333,0.027777778,3.762,0.192222222,8.493333333,185.5333333,4975.266667,1398.844444,32.38666667,235.0288889,1.497111111,0.508111111,3.140666667,135.7977778,473.6666667,1052.288889,37.62733333,1.707777778,3308-A-2017,855,22.96226,13.35698
2018,A,3610,Muganza,13341.48922,7.411938455,4450.639175,6.305769231,195.8653846,0,3.836794872,0.221025641,4.375,126.3717949,3982.903846,886.0769231,36.39166667,153.7211538,1.455705128,0.30025,3.031153846,91.04679487,684.9358974,923.8076923,28.01846154,1.544102564,3309-A-2017,818,24.71822,14.73451
2018,A,3612,Nkanka,22123.55175,12.29086208,4759.633588,5.543081886,97.40702954,1.070777128,2.130531809,0.157763828,19.26805263,171.0024147,1466.772907,381.5611581,26.94900455,84.96324716,2.066986775,0.393767921,3.740143655,59.39840166,258.318605,991.4097006,12.28048619,2.718236727,3310-A-2017,807,23.78159667,13.96762667
2018,A,3615,Nyakabuye,630899.0112,350.4994507,3643.733243,5.6625,86.25,0.9875,2.2125,0.1925,23.575,171.5,1055.5,212.25,11.9,124.15,3.6625,0.3555,11.115,58.125,181.75,1147.75,8.7275,3.48,3311-A-2017,777,24.81413667,14.91936167
2018,A,3702,Bushenge,67597.84081,37.554356,3047.113559,5.58,47,0.675,1.395,0.11,19.7,151.5,1311.5,306.5,18.55,129.5,4.04,0.21,3.605,38.35,160,1310,10.345,1.85,3312-A-2017,835,24.68551833,14.78495333
2018,A,3705,Kagano,181359.2577,100.7551431,2286.555203,5.526666667,55,0.65,1.806666667,0.113333333,5.266666667,189.3333333,1343,449.6666667,9.633333333,78.33333333,3.573333333,0.21,2.913333333,39.5,150.6666667,1204.333333,11.77,2.01,3401-A-2017,643,21.02576667,11.601945
2018,A,3709,Kirimbi,229767.2958,127.6484977,4384.690758,4.845,75,1.925,3.185,0.185,74.1,69.5,549,68.5,20.15,10.05,1.075,0.117,2.045,38.75,194.5,1560,5.595,3.065,3402-A-2017,709,20.50985833,10.526365
2018,A,3711,Mahembe,76999.31488,42.77739716,3927.307671,5.19,88.5,0.825,2.79,0.18,7.9,253.5,597,165,11.85,30.95,2.11,0.285,3.57,107.5,215.5,1031,6.3,7.435,3403-A-2017,608,23.37197167,12.784985
2018,A,4413,Rugarama,1715029.431,952.7941284,4222.947938,6.5,142,0,3.66,0.25,23.65,714,4365,491.5,10,16.15,1.89,0.955,14.03,81.45,143.5,1220,28.105,1.325,3404-A-2017,894,18.43933667,9.532015
2018,A,4510,Mukarange,102726.1436,57.0700798,3679.686461,4.1,240.5,3.645,2.865,0.21,55.65,121.5,316.5,77,23.7,12.15,0.72,0.0955,1.36,23.65,502.5,1265,6.29,1.635,3405-A-2017,679,22.13876833,11.31907333
2018,A,4516,Rukomo,848282.5745,471.2680969,3168.181073,4.555,88.75,2.975,2.635,0.2275,11.05,82.5,388.25,110.75,13.625,15.4,0.8275,0.107,4.025,44.75,362.75,1413.5,6.245,3.0575,3406-A-2017,583,22.49578167,11.046645
2018,A,5105,Kigabiro,193744.5694,107.6358719,3028.730053,6.423333333,63.66666667,0,2.513333333,0.196666667,15,258.3333333,2023.333333,379,10.26666667,95.23333333,3.75,0.533333333,12.59,47.36666667,150.6666667,1047.333333,14.14333333,1.456666667,3407-A-2017,559,22.482375,11.49561667
2018,A,5111,Mwulire,2529.537369,1.405298539,3469.616318,5.745,88.16666667,0.141666667,0.98,0.081666667,5.733333333,157.6666667,2068.333333,412.6666667,9.166666667,99.9,1.74,0.515,2.385,22.31666667,96.66666667,388.3333333,14.425,0.716666667,3408-A-2017,643,21.74201167,11.90350833
2018,A,5114,Rubona,80497.28358,44.7207131,2467.377467,5.54,104.5,0.175,3.05,0.215,11.7,124.5,1665,426,16.3,51.15,2.01,0.355,4.59,72.15,321.5,976.5,12.685,3.07,3409-A-2017,725,20.91801333,11.59012
2018,A,5210,Nyagatare,489453.6655,271.9187031,2242.648219,5.419808692,93.82475541,0.767234705,1.673705923,0.135716427,35.54297852,247.4385793,1346.421737,233.8564619,13.21100445,58.71995331,1.793874995,0.358147434,4.186930936,38.74856128,211.195297,780.3350485,10.25079601,2.316130404,3410-A-2017,602,25.675695,12.74689667
2018,A,5212,Rwempasha,2571246.947,1428.470526,2421.060787,5.974,56,0.37,2.106,0.13,52.96,369.4,972.6,209.8,5.34,82.16,4.51,0.386,1.624,62.8,192.8,833.2,8.202,3.544,3411-A-2017,690,23.41426833,12.06626833
